spam,v2,v2clean,v2_clean,spam_clean,spam_clean_encoded
0,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""",CHEERS FOR CALLIN BABESOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X,cheers for callin babesozi culdnt talkbut i wannatell u details later wenwecan chat properly x,cheer callin babesozi culdnt talkbut wannatell u detail later wenwecan chat properly x,"[614, 1, 1, 1, 1, 1, 2, 299, 36, 1, 118, 1, 145]"
0,Hey u still at the gym?,Hey u still at the gym,hey u still at the gym,hey u gym,"[56, 2, 640]"
0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",She said'' do u mind if I go into the bedroom for a minute  '' ''OK'' I sed in a sexy mood She came out 5 minuts latr wid a caken My Wife,she said'' do u mind if i go into the bedroom for a minute  '' ''ok'' i sed in a sexy mood she came out 5 minuts latr wid a caken my wife,'' u mind bedroom minute   '' '' ok '' se sexy mood come 5 minut latr wid caken wife,"[237, 2, 189, 1, 137, 237, 237, 8, 237, 838, 284, 932, 5, 162, 1, 1, 381, 1, 368]"
0,Much better now thanks lol,Much better now thanks lol,much better now thanks lol,thank lol,"[66, 94]"
0,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",Nothing smsing u n xy lor Sorry lor da guys neva c u in person but they sort of know u lor So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting,nothing smsing u n xy lor sorry lor da guys neva c u in person but they sort of know u lor so u wan 2 meet them xy ask me 2 bring u along 4 our next meeting,smse u n xy lor sorry lor da guy neva c u person sort know u lor u wan 2 meet xy ask 2 bring u 4 meeting,"[1, 2, 32, 814, 24, 28, 24, 39, 113, 443, 81, 2, 147, 458, 7, 2, 24, 2, 126, 3, 50, 814, 38, 3, 180, 2, 6, 393]"
0,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",Lemme know when I can swing by and pick up I'm free basically any time after 1 all this semester,lemme know when i can swing by and pick up i'm free basically any time after 1 all this semester,lemme know swing pick free basically time 1 semester,"[879, 7, 631, 72, 10, 1, 16, 77, 627]"
0,Wa... U so efficient... Gee... Thanx...,Wa U so efficient Gee Thanx,wa u so efficient gee thanx,wa u efficient gee thanx,"[1, 2, 1, 1, 261]"
1,3. You have received your mobile content. Enjoy,3 You have received your mobile content Enjoy,3 you have received your mobile content enjoy,3 receive mobile content enjoy,"[93, 164, 31, 413, 171]"
0,S but not able to sleep.,S but not able to sleep,s but not able to sleep,s able sleep,"[47, 307, 83]"
1,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,Want explicit SEX in 30 secs Ring 02073162414 now Costs 20pmin,want explicit sex in 30 secs ring 02073162414 now costs 20pmin,want explicit sex 30 secs ring 02073162414 cost 20pmin,"[14, 1, 603, 1, 1, 382, 1, 190, 1]"
0,We will meet soon princess! Ttyl!,We will meet soon princess Ttyl,we will meet soon princess ttyl,meet soon princess ttyl,"[50, 112, 254, 1]"
0,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,I'll pick you up at about 515pm to go to taunton if you still want to come,i'll pick you up at about 515pm to go to taunton if you still want to come,pick 515pm taunton want come,"[72, 1, 1, 14, 5]"
0,Oh :-)only 4 outside players allowed to play know,Oh only 4 outside players allowed to play know,oh only 4 outside players allowed to play know,oh 4 outside player allow play know,"[55, 6, 524, 378, 1, 153, 7]"
0,I anything lor.,I anything lor,i anything lor,lor,[24]
0,Erutupalam thandiyachu,Erutupalam thandiyachu,erutupalam thandiyachu,erutupalam thandiyachu,"[1, 1]"
0,"Y cant u try new invention to fly..i'm not joking.,",Y cant u try new invention to flyi'm not joking,y cant u try new invention to flyi'm not joking,y u try new invention flyi'm joke,"[176, 2, 49, 34, 1, 1, 464]"
0,No..its ful of song lyrics..,Noits ful of song lyrics,noits ful of song lyrics,noit ful song lyric,"[1, 1, 475, 1]"
0,"What do u reckon as need 2 arrange transport if u can't do it, thanks",What do u reckon as need 2 arrange transport if u can't do it thanks,what do u reckon as need 2 arrange transport if u can't do it thanks,u reckon need 2 arrange transport u thank,"[2, 1, 21, 3, 960, 1, 2, 66]"
0,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,True lov n care wil nevr go unrecognized though somone often makes mistakes when valuing it but they will definitly undrstnd once when they start missing it,true lov n care wil nevr go unrecognized though somone often makes mistakes when valuing it but they will definitly undrstnd once when they start missing it,true lov n care wil nevr unrecognized somone mistake value definitly undrstnd start miss,"[321, 1, 32, 97, 435, 1, 1, 1, 799, 447, 1, 1, 105, 42]"
0,Shopping? Eh ger i toking abt syd leh...Haha,Shopping Eh ger i toking abt syd lehHaha,shopping eh ger i toking abt syd lehhaha,shop eh ger toke abt syd lehhaha,"[204, 611, 1, 1, 304, 1, 1]"
0,What not under standing.,What not under standing,what not under standing,stand,[668]
0,have * good weekend.,have  good weekend,have  good weekend,  good weekend,"[11, 191]"
0,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,Miss call miss call khelate kintu opponenter miss call dhorte lage Thats d rule One with great phone receiving quality wins,miss call miss call khelate kintu opponenter miss call dhorte lage thats d rule one with great phone receiving quality wins,miss miss khelate kintu opponenter miss dhorte lage s d rule great phone receive quality win,"[42, 42, 1, 1, 1, 42, 1, 1, 47, 41, 1, 48, 33, 164, 975, 30]"
0,Call me when you get the chance plz &lt;3,Call me when you get the chance plz lt3,call me when you get the chance plz lt3,chance plz lt3,"[183, 322, 1]"
0,The new deus ex game comin early next yr,The new deus ex game comin early next yr,the new deus ex game comin early next yr,new deus ex game comin early yr,"[34, 1, 732, 271, 665, 149, 397]"
0,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  ltgt 7,my computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  ltgt 7,computer fry essential spare fucking idiot roommate looovvve leave thing run   ltgt 7,"[571, 1, 1, 1, 551, 1, 851, 1, 51, 54, 202, 9, 264]"
0,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",My friend she's studying at warwick we've planned to go shopping and to concert tmw but it may be canceled havn't seen  for ages yeah we should get together sometime,my friend she's studying at warwick we've planned to go shopping and to concert tmw but it may be canceled havn't seen  for ages yeah we should get together sometime,friend study warwick plan shop concert tmw cancel havn't   age yeah,"[62, 529, 1, 123, 204, 1, 1, 696, 1, 430, 76]"
0,Probably a couple hours tops,Probably a couple hours tops,probably a couple hours tops,probably couple hour,"[238, 590, 134]"
0,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",LOL  grins  I'm not babe but thanks for thinking of me,lol  grins  i'm not babe but thanks for thinking of me,lol   grin   babe thank thinking,"[94, 652, 80, 66, 1]"
0,Man this bus is so so so slow. I think you're gonna get there before me,Man this bus is so so so slow I think you're gonna get there before me,man this bus is so so so slow i think you're gonna get there before me,man bus slow think,"[128, 257, 589, 20]"
0,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,Hope this text meets you smiling If not then let this text give you a reason to smile Have a beautiful day,hope this text meets you smiling if not then let this text give you a reason to smile have a beautiful day,hope text meet smile let text reason smile beautiful day,"[44, 18, 50, 101, 74, 18, 441, 101, 405, 15]"
0,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",In case you wake up wondering where I am I forgot I have to take care of something for grandma today should be done before the parade,in case you wake up wondering where i am i forgot i have to take care of something for grandma today should be done before the parade,case wake wonder forgot care grandma today parade,"[543, 179, 338, 926, 97, 1, 29, 1]"
0,Ok,Ok,ok,ok,[8]
1,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+",Latest Nokia Mobile or iPOD MP3 Player å400 proze GUARANTEED Reply with WIN to 83355 now Norcorp Ltdå150Mtmsgrcvd18,latest nokia mobile or ipod mp3 player å400 proze guaranteed reply with win to 83355 now norcorp ltdå150mtmsgrcvd18,late nokia mobile ipod mp3 player å400 proze guarantee reply win 83355 norcorp ltdå150mtmsgrcvd18,"[67, 100, 31, 639, 1, 378, 1, 1, 141, 25, 30, 1, 1, 1]"
1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",SMS SERVICES for your inclusive text credits pls goto wwwcomuknet login 3qxj9 unsubscribe with STOP no extra charge help 08702840625COMUK 220CM2 9AE,sms services for your inclusive text credits pls goto wwwcomuknet login 3qxj9 unsubscribe with stop no extra charge help 08702840625comuk 220cm2 9ae,sms service inclusive text credit pls goto wwwcomuknet login 3qxj9 unsubscribe stop extra charge help 08702840625comuk 220cm2 9ae,"[194, 87, 1, 18, 293, 58, 866, 1, 1, 1, 418, 26, 646, 208, 119, 1, 1, 1]"
0,Nvm take ur time.,Nvm take ur time,nvm take ur time,nvm ur time,"[1, 4, 16]"
0,So wat's da decision?,So wat's da decision,so wat's da decision,wat da decision,"[57, 39, 1]"
0,Wot is u up 2 then bitch?,Wot is u up 2 then bitch,wot is u up 2 then bitch,wot u 2 bitch,"[335, 2, 3, 1]"
0,Stupid.its not possible,Stupidits not possible,stupidits not possible,stupidit possible,"[1, 919]"
0,She told to hr that he want posting in chennai:)because i'm working here:),She told to hr that he want posting in chennaibecause i'm working here,she told to hr that he want posting in chennaibecause i'm working here,tell hr want post chennaibecause work,"[19, 1, 14, 298, 1, 37]"
1,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,Mobile Club Choose any of the top quality items for your mobile 7cfca1a,mobile club choose any of the top quality items for your mobile 7cfca1a,mobile club choose quality item mobile 7cfca1a,"[31, 401, 383, 975, 1, 31, 1]"
0,When are you guys leaving?,When are you guys leaving,when are you guys leaving,guy leave,"[113, 51]"
0,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?,He neva grumble but i sad lor Hee Buy tmr lor aft lunch But we still meetin 4 lunch tmr a not Neva hear fr them lei ÌÏ got a lot of work ar,he neva grumble but i sad lor hee buy tmr lor aft lunch but we still meetin 4 lunch tmr a not neva hear fr them lei ìï got a lot of work ar,neva grumble sad lor hee buy tmr lor aft lunch meetin 4 lunch tmr neva hear fr lei ìï lot work ar,"[443, 1, 390, 24, 568, 88, 286, 24, 410, 159, 1, 6, 159, 286, 443, 175, 578, 391, 133, 136, 37, 1]"
